itemNumber,class,name,customerReviewAverage,customerReviewCount,customerTopRated,modelNumber,salePrice,manufacturer,isRefurbished
9SIAE4NKP73250,laptop,"Dell Inspiron 15.6"" Full HD Touchscreen Business Laptop AMD Ryzen 7 7730U (Beat i7-1355U) AMD Radeon graphics 16GB RAM 512GB SSD Realtek Wi-Fi 5 Bluetooth 5 HDMI 1.4 USB-C 3.2 Windows 11 Pro Black",0.0,0,False,HC165122032425SUB,558.99,DELL,False
34-156-741,laptop,"MSI Stealth - 18"" GeForce RTX 5090 Laptop GPU - Intel Core Ultra 9 275HX - 64GB Memory - 2 TB SSD - Wi-Fi 7 Windows 11 Pro Gaming Laptop - 120 Hz (Stealth 18 HX AI A2XWJG-035US )",0.0,0,False,Stealth 18 HX AI A2XWJG-035US,3999.99,MSI,False
34-818-364,laptop,"HP 645 G9 Laptop AMD Ryzen 5 Pro 5675U 2.3GHz 16GB Memory 256GB SSD 14"" FHD Windows 11 Pro 64-bit",0.0,0,False,J5-645G9B02,224.99,HP,True
9SIBPMFKP55111,laptop,"Acer Aspire Go 15 Laptop 15.3"" WUXGA IPS Intel core i5-1334U (Beat Intel core 5 120U) 16G DDR5 RAM 512G PCIe Gen4 SSD Intel UHD Graphics Webcam HDMI 2.1 Wi-Fi 6 USB-C Long Battery Windows 11 Home Gray",0.0,0,False,HC165121110225SUB,429.0,Acer America,False
9SIADG3KHH0777,laptop,"HP ProBook 455 G10 Laptop (15.6"" FHD Anti-Glare, AMD Ryzen 7 7730U (> Intel i7-1255U), 32GB RAM, 1TB SSD) for Business, Enterprise, Backlit, Fingerprint, Webcam, Ethernet, Win 11 Pro w/ AI Copilot",0.0,0,False,HP ProBook 455 G10 R7 32GB 1TB,899.99,HP,False
9SIAKDCKBG6595,laptop,"DELL Grade A Laptop Latitude Intel Core i7-8650U 32GB Memory 1 TB SSD Intel UHD Graphics 620 14.0"" Non-Touch Screen Windows 11 Pro 64-bit 5490",0.0,0,False,J5-5490A32,318.33,DELL,True
9SIA9PSJTF0465,laptop,"Lenovo ThinkPad T14 Business Laptop, 14"" FHD (1920x1080) Touchscreen, 10th Gen Intel Core i7-10610U, 16GB RAM, 512GB SSD, Intel UHD Graphics Windows 11 Pro",5.0,1,False,LT14i716512TW11,449.0,Lenovo,True
9SIA9PSKAW1376,laptop,"DELL Latitude 5410 Laptop Intel Core i7-10610U (1.80GHz) 32 GB Memory 512 GB SSD Intel UHD Graphics 14.0"" Windows 11 Pro",3.7,3,False,LT-DE5410/i7-G10-32-512-11,389.0,DELL,True
9SIAKVUKJG9021,laptop,"HP EliteBook 845 G8 14"" FHD IPS AMD Ryzen 7 PRO 5850U 1.9 GHz up to 4.4 GHz 16GB DDR4 512GB PCIe NVMe TLC SSD AMD Radeon, Webcam, Windows 11 Pro Laptop, Silver - 49V27UC-I001",0.0,0,False,49V27UC-I001-RBB,339.99,HP,True
9SIBPMFKEH0500,laptop,"Dell Inspiron 15.6"" Full HD Touchscreen Business Laptop AMD Ryzen 7 7730U (Beat i7-1355U) AMD Radeon graphics 64GB RAM 2TB SSD Realtek Wi-Fi 5 Bluetooth 5 HDMI 1.4 USB-C 3.2 Windows 11 Pro Black",0.0,0,False,HC640022032425SUB,899.0,DELL,False
9SIA24GKBJ3281,laptop,"Microsoft Surface Laptop Copilot+ PC (7th Edition) Touchscreen 15"" 2496 x 1664 Qualcomm Snapdragon X Elite 16GB RAM 1TB SSD Windows 11 Home - Graphite",0.0,0,False,ZYT-00026,1199.99,Microsoft,False
34-817-351,laptop,"Dell Pro 16"" Laptop  AMD Ryzen 5 220 AMD Radeon 740M Graphics 16GB RAM 256GB SSD - Windows 11 Pro - 4THRP",0.0,0,False,4THRP,699.99,DELL,False
9SIAA0SKP26875,laptop,"Lenovo V15 G4 Laptop, 15.6"" FHD Display, AMD Ryzen 3 7320U Upto 4.1GHz, 16GB RAM, 512GB SSD, Windows 11 Home",0.0,0,False,V15G4R373-16512nH,399.99,Lenovo,False
9SIAE4NKMX9204,laptop,"Lenovo IdeaPad Slim 5|16"" TouchScreen Display| Intel Core 7 240H| 64GB DDR5| 2TB SSD| Windows 11 Pro| Backlit Keyboard| Lightweight Grey Notebook",0.0,0,False,LENIDP5C7642TBSD11PRO,1149.99,Lenovo,False
9SIAKKBKH41834,laptop,"HP 15.6"" Full HD LED TouchScreen Business and School Laptop,Intel 13th Core i7-1355U (Beat i5-1255U) 10-Core Processor,32GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Windows 11 Pro",0.0,0,False,FD0127DX23,816.79,HP,False
9SIAE4NKEK2119,laptop,"Lenovo V15 Business Laptop, 15.6"" Full HD Display,Intel Core i7-13620H Processor,40GB DDR4,2TB SSD,Intel UHD Graphics,WiFi-6, Windows 11 Pro",0.0,0,False,LENV15i713620H402TBSD11PR,829.99,Lenovo,False
34-156-851,laptop,"MSI Venture Pro A15 AI+ 15.6"" TouchScreen Copilot+ PC Laptop AMD Ryzen AI 7 350 - Nvidia GeForce RTX 5050 - 16GB RAM 1TB SSD (A3HWETG-083US)",0.0,0,False,VenturePro A15 AI+ A3HWETG-083US,1199.99,MSI,False
9SIAA0SKJ71090,laptop,"Acer Aspire 3 Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U Upto 4.5GHz, 32GB RAM, 1TB SSD, Backlit keys, Windows 11 Pro",0.0,0,False,Asp3R77U-321nP,679.99,Acer America,False
9SIBPMFKG82769,laptop,"ASUS Vivobook Business Laptop 14"" LED Full HD Intel Core 13th Gen i3-1315U (Beat i5-1235U) 16GB RAM 512GB SSD Intel UHD Graphics HDMI 1.4 USB-C 3.2 Bluetooth, Wi-Fi 5 Windows 11 Home Blue",0.0,0,False,HC165121061725SUB,349.0,ASUS,False
9SIADG3KF63259,laptop,"Lenovo ThinkPad E16 Business Laptop (16"" FHD+ Anti-Glare, Intel 13th Gen 10-Core i5-1335U, 16GB RAM, 1TB SSD), Backlit, Fingerprint, FHD Webcam, Thunderbolt 4, Wi-Fi 6, Win 11 Pro, Black",0.0,0,False,ThinkPad E16 i5-1335U 16GB 1TB,899.99,Lenovo,False
9SIA24GKHM1078,laptop,"Microsoft 13"" Surface Laptop Copilot+ PC, Snapdragon X Plus 8-Core, 16GB RAM, 512GB UFS, Violet, Latest Model",0.0,0,False,EP2-33426,799.99,Microsoft,False
9SIBYRBKJH4886,laptop,Apple MacBook Air 13.3-inch (2020) - M1 - Apple M1 Chip: 8-Core CPU/8-Core GPU - 512GB - Space Grey - 16GB RAM - Excellent (Grade A),0.0,0,False,166344F3DD6AFBZ,650.0,Apple,True
9SIA4R8KNP4365,laptop,"Dell Latitude 5400 14"" Touchscreen Notebook, Intel Core i5-8365U, 16GB (8GB x 2) DDR4, 256GB SSD, Windows 11 Pro 64-Bit",0.0,0,False,LT-DE5400/i5-G8-16-256,234.89,DELL,True
9SIBYRBKJG6707,laptop,Apple MacBook Pro (2021) 16-inch - Apple M1 Pro chip: 10-Core CPU/16-Core GPU - 1TB - Space Grey - 16GB RAM - Excellent (Grade A),0.0,0,False,AE75968F690F51Z,1009.39,Apple,True
9SIBPMFKJC0216,laptop,"Lenovo ThinkPad L14 Gen 5 Business 14"" WUXGA IPS Touch Intel Core Ultra 5 135U vPro (Beat i7-1355U)  Intel Graphics 32GB DDR5 RAM 512GB SSD Fingerprint Reader Backlit KB Wi-Fi 6E BT 5.3 Windows 11 Pro",0.0,0,False,HC325122073125SUB,989.0,Lenovo,False
34-236-691,laptop,"ASUS TUF Gaming - 18"" GeForce RTX 5070 Laptop GPU - AMD Ryzen 7 260 - 64GB Memory - 2 TB SSD - Windows 11 Home Gaming Laptop - 240 Hz IPS (FA808UP-NS74 )",4.0,4,False,FA808UP-NS74,2099.99,ASUS,False
9SIAD35KED1355,laptop,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",0.0,0,False,A315-24P-R7VH-0,329.0,Acer America,False
9SIACVBKE58949,laptop,"Lenovo ThinkPad X1 Carbon Gen 12 14.0"" Touch Screen Intel Core Ultra 7 155U Intel Graphics 32GB Memory 512GB Storage Windows 11 Pro 21KC00A7US",0.0,0,False,21KC00A7US,1342.0,Lenovo,False
9SIB295KG64794,laptop,"Lenovo V15 G4 Business Laptop,15.6 FHD Display,Intel Core i5-13420H(Beat i7-1355U),40GB RAM,1 TB NVMe SSD,Windows 11 Pro,Black",0.0,0,False,B2C_Lenovo_i5_3-26-25_40_1TP_2,599.0,Lenovo,False
9SIAFVFKJJ7793,laptop,"HP ZBook Firefly G11 A 14"" Mobile Workstation - AMD Ryzen 7 8840HS - 32GB - 1TB SSD - Windows 11 Pro - AMD Radeon 780M Graphics - Webcam - IEEE 802.11ax Wireless LAN Standard   BX8E0AT#ABA",0.0,0,False,BX8E0AT#ABA,1761.1,HP,False
9SIA8X5K5H6445,laptop,HP Victus - 15.6'' GeForce RTX 4050 Laptop GPU - Intel Core i5-13500H - 16GB Memory - 512 GB PCIe SSD - Windows 11 Home 64-bit Gaming Laptop - 144 Hz IPS (15-fa1010nr ),0.0,0,False,7H9Y6UA#ABA,922.99,HP,False
9SIAKDCDZ25429,laptop,"DELL Latitude E5470 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 14.0"" Windows 10 Pro 64-bit Grade A",5.0,4,False,NE5-30991,145.03,DELL,True
9SIA7WPKC73081,laptop,"Apple MacBook Air Laptop Core i5 1.8GHz 8GB RAM 128GB SSD 13"" Silver MQD32LL/A (2017) - Excellent Condition",0.0,0,False,MQD32A812818AB75,184.97,Apple,True
9SIA7ABKCD0415,laptop,"Lenovo Yoga 7i Home & Business 2-in-1 Laptop (Intel Core Ultra 7 155U 12-Core, 16GB LPDDR5X 7466MHz RAM, 1TB M.2 2242 PCIe SSD, Intel Graphics, 16.0"" 60 Hz Touch Wide UXGA (1920x1200), Win 11 Pro)",0.0,0,False,ME-197301321320,1076.24,Lenovo,False
9SIAE4NKEK2116,laptop,"Lenovo V15 Business Laptop, 15.6"" Full HD Display,Intel Core i7-13620H Processor,24GB DDR4,512GB SSD,Intel UHD Graphics,WiFi-6, Windows 11 Pro",0.0,0,False,LENV15i713620H24512SD11PR,629.99,Lenovo,False
9SIA5WMJUX3545,laptop,"Dell Latitude 7490 Core i7-8650U 1.90GHz 32GB RAM 512GB SSD 14"" Laptop Grade B Windows 11 Pro",0.0,0,False,DELL-7490-32-32GB-512-SGGB-512GB-Ea,254.97,DELL,True
1TS-000D-1RH70,laptop,"HP EliteBook 845 G8 14"" FHD IPS AMD Ryzen 7 PRO 5850U 1.90 GHz up to 4.40 GHz 16GB DDR4-3200 512GB SSD AMD Radeon Graphics Windows 11 Pro Laptop, Silver - 49V27UC-I001",0.0,0,False,49V27UC-I001-RB-,309.99,HP,True
34-156-815,laptop,"MSI Creator A16 AI+ 16"" QHD+ 240Hz Ultra Thin and Light Workstation Laptop AMD Ryzen AI 7-350 RTX 4060 32GBLPDDR5x 1TB NVMe SSD Win 11 Home 1 year Warranty (Creator A16 AI+ A3HVFG-286US )",0.0,0,False,Creator A16 AI+ A3HVFG-286US,1649.99,MSI,False
9SIA4R8JJZ8500,laptop,"DELL Laptop Latitude 7490 Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 14.0"" Windows 10 Pro 64-bit",5.0,4,False,14-DL-7490-14,198.9,DELL,True
9SIAEWJKJJ7660,laptop,"Microsoft Surface Laptop 7 15"" Touchscreen Notebook - Qualcomm Snapdragon X Elite - 32 GB - 1 TB SSD - Windows 11 Home - Graphite -English Keyboard - 22 Hours Battery Run Time  ZHR-00001",0.0,0,False,ZHR00001,1495.0,Microsoft,False
9SIA8X5K3P5623,laptop,Aorus - 17.3'' GeForce RTX 4070 Laptop GPU - Intel Core i7-13700H - 16GB Memory - 1 TB Gen4 SSD - Windows 11 Home 64-bit Gaming Laptop - 240 Hz (17 BSF-73US654SH ),4.0,1,False,AORUS 17 BSF-73US654SH,1621.99,AORUS,False
9SIB0GJKK34165,laptop,"THUNDEROBOT Zero 18 Pro Laptop, 18"" QHD+, 240Hz Hummingbird Display, Intel Ultra 9 275HX, GeForce RTX 5070Ti, 64GB DDR5 RAM, 2TB SSD, Wi-Fi 6E",0.0,0,False,Zero Pro6513-C_CTO_N1,2559.0,Thunderobot,False
9SIADFMJAE2349,laptop,"Dell Latitude 7490 14"" Laptop, Intel Core i7 8650U 1.9Ghz, 32GB DDR4, 1TB M.2 NVMe PCIe SSD, FHD 1080p, Thunderbolt 3, HDMI, Webcam, (Grade B) Windows 11 Pro",0.0,0,False,DPC-17766a,489.0,DELL,True
9SIBPMFKKY3553,laptop,"ASUS Vivobook 15.6"" FHD Touchscreen Business Laptop Intel core i7-1355U Intel Iris Xe Graphics 24GB RAM 1TB SSD Backlit Keyboard Wi-Fi 6E Bluetooth 5.3 HDMI USB-C Webcam Windows 11 Home Silver",0.0,0,False,HC320011090424SUB,696.0,ASUS,False
9SIAE4NKKX7800,laptop,"Dell 15.6"" Full HD Laptop - Intel Core 3 100U | 16GB DDR4 | 512GB SSD | Wi-Fi 6 | Windows 11 Pro | Slim & Powerful Notebook",0.0,0,False,DELLDCC316512SD11PRO,449.0,DELL,False
9SIAKKBKG90110,laptop,"Dell Inspiron 3000 Home & Business Laptop Notebook ,15.6"" FHD Touch Display,13th Gen Intel i5-1334U(Beat I7-1250U),32GB RAM,1TB SSD, Bluetooth, Wi-Fi, Windows 11 Pro/Microsoft Office License",0.0,0,False,DELL3530I5226,629.79,DELL,False
9SIBPMFKDF0687,laptop,"ASUS Vivobook 15.6"" Full HD Laptop Intel core i5-1235U (Beats i7-1165G7) 24GB RAM 1TB SSD Wi-Fi Bluetooth HDMI 1.4 USB-C 3.2 Webcam HD Long Battery life Windows 11 Home Blue | Valued Gift Set",0.0,0,False,HC240011012725SUB,579.0,ASUS,False
9SIA24GKFX1776,laptop,"ASUS Vivobook S16 16"" Copilot+ PC Laptop AMD Ryzen AI 7 350 16GB Memory 1 TB NVMe SSD AMD Radeon 860M 1 Windows 11 Home M5606KA-DS76",5.0,4,False,M5606KA-DS76,1230.59,ASUS,False
34-236-642,laptop,"ASUS ROG Strix G16 - 16"" GeForce RTX 5060 Laptop GPU - Intel Core Ultra 9 275HX - 32GB Memory - 1 TB NVMe SSD - Windows 11 Home Gaming Laptop - 240 Hz IPS (G615LM-DS96 )",0.0,0,False,G615LM-DS96,2039.99,ASUS,False
9SIA4P0KGE0198,laptop,"Lenovo ThinkPad 14.0"" Touch Screen Intel Core i7-1355U 16GB Memory 512GB Storage Windows 11 Pro 21JK0053US",0.0,0,False,21JK0053US,952.84,Lenovo,False
9SIAA0SKDF5226,laptop,"Lenovo V15 G4 Laptop, 15.6"" FHD Display, Intel Core i7-13620H Upto 4.9GHz, 16GB RAM, 512GB SSD, Windows 11 Home (83CC002EUS)",0.0,0,False,V15G4i713H-16512nH,594.99,Lenovo,False
34-236-693,laptop,"ASUS TUF Gaming A16 - 16"" GeForce RTX 5060 Laptop GPU - AMD Ryzen 7 260 - 16GB Memory - 1.5 TB SSD - Windows 11 Home Gaming Laptop - 165 Hz IPS (FA608UM-NS73 )",4.4,5,False,FA608UM-NS73,1299.99,ASUS,False
9SIB0GJKK34092,laptop,"Thunderobot Storm 17 Gaming Laptop, 17.3"" FHD 144Hz,  Core i5-12450H, GeForce RTX 3050, 16GB RAM, 512GB SSD, RGB Keyboard, Win 11 Home",0.0,0,False,Storm 179703-A_CTO_N1,729.0,Thunderobot,False
9SIA24GKH07905,laptop,"Microsoft 13"" Surface Laptop Copilot+ PC, Snapdragon X Plus 8-Core, 16GB RAM, 512GB UFS, Ocean, Latest Model",0.0,0,False,EP2-33432,789.99,Microsoft,False
1TS-000E-1B1Y1,laptop,"Lenovo ThinkBook 16 Gen 7 16.0"" AMD Ryzen 5 7535HS AMD Radeon 660M 16GB Memory 512 GB SSD Windows 11 Pro 21MW0037US",0.0,0,False,21MW0037US,744.99,Lenovo,False
9SIADT2KH07953,laptop,"HP Elitebook 840 G6 14"" 1920x1080 FHD IPS Notebook PC, Intel i5-8365U 1.6GHz, 16GB DDR4 RAM, 256GB PCIe SSD, Windows 11 Pro Grade B",0.0,0,False,782248430211,211.13,HP,True
9SIB295K883841,laptop,"HP Essential 17t-cn300 17.3"" HD+ Touch Laptop, Laptop, Intel Core i7-1355U,intel Iris Xe Graphics,Wi-Fi 6 and Bluetooth 5.3,Backlit Keyboard,32 GB RAM,1 TB SSD,Windows 11 Pro,Silver",0.0,0,False,B2C_17-cn-300-i7s_1-9-24_32_1TP,959.99,HP,False
9SIA9PSKCG8219,laptop,"HP EliteBook 850 G7 15.6"" Laptop, Intel i7 10610U 1.8GHz, 16GB DDR4 RAM, 512GB NVMe M.2 SSD, 1080p Full HD, USB C Thunderbolt 3, Webcam, Windows 11 Pro",0.0,0,False,DPC-24861,519.0,HP,True
9SIAMJPKJB3123,laptop,"Microsoft - Surface Laptop Studio 2 14.4"" Touch-Screen-Intel Core i7 with 32GB Memory-NVIDIA RTX 2000 Ada Gen-1TB SSD",0.0,0,False,Z1S-00001,3999.0,Microsoft,False
34-156-740R,laptop,"MSI Vector - 16"" GeForce RTX 5070 Ti Laptop GPU - Intel Core Ultra 7 255HX - 16GB Memory - 512 GB SSD - Windows 11 Home Gaming Laptop - 144 Hz IPS (Vector 16 HX AI A2XWHG-061US )",0.0,0,False,Vector 16 HX AI A2XWHG-061US,1349.99,MSI,False
9SIBPMFKDF0697,laptop,"ASUS Vivobook 15.6"" Full HD Laptop Intel core i5-1235U (Beats i7-1165G7) 16GB RAM 512GB SSD Wi-Fi Bluetooth HDMI 1.4 USB-C 3.2 Webcam HD Long Battery life Windows 11 Pro Blue | Valued Gift Set",0.0,0,False,HC165122012725SUB,499.0,ASUS,False
9SIAKKBKJK6233,laptop,"Lenovo IdeaPad 1 Student Laptop, 15.6"" HD Display, Intel Celeron N4500 Upto 2.8GHz, 16GB RAM, 256 Storage(128GB SSD+128GB eMMC), 1 Year Office 365,Windows 11 Pro",0.0,0,False,LENOVON45009,319.79,Lenovo,False
9SIB295K7F1337,laptop,"HP Pavilion 15.6""FHD Laptop,Intel Core i7-1355U,intel Iris Xe Graphics,Wi-Fi 5 and Bluetooth 5,Backlit Keyboard,64 GB RAM,2 TB SSD,Windows 11 Pro,Silver",0.0,0,False,B2C_HP15t-eg300_12-7-23_64_2TP_2,1169.99,HP,False
9SIAA0SKJ71093,laptop,"International Version Acer Aspire 3 Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U Upto 4.5GHz, 16GB RAM, 512GB SSD, Backlit keys, Windows 11 Pro (ZN.N01SI.03T)",1.0,2,False,Asp3R77U-16512nP,549.99,Acer America,False
9SIB9ADKDF1359,laptop,"Lenovo ThinkPad X1 Carbon 4th Gen 14"" 1920x1080 FHD Ultrabook PC, Intel Core i7-6500U 2.5GHz, 8GB DDR4 RAM, 256GB M.2 PCle SSD, Win-10 Home Grade A",5.0,1,False,782248423820,159.0,Lenovo,True
9SIAKKBKJH5297,laptop,"HP 15 Business Laptop, 15.6"" HD (1366x768) Touchscreen, Intel Core i3-1215U 6 cores Processor, Intel UHD Graphics, 32GB DDR4  1TB PCIe SSD, HDMI, Bluetooth, Wi-Fi, Windows 11 Pro",0.0,0,False,hp15.6320i31215Utouch-027,544.79,HP,False
9SIAEYJKKS9806,laptop,ASUS TUF Gaming 16 16:10 FHD+ 144Hz Display Laptop | AMD Ryzen 5 7535HS 3.3GHz | NVIDIA GeForce RTX 4050 | Backlit | Gray |  16GB RAM DDR5 | 512GB SSD  | Windows 11 Home | Bundle with Mouse Pad,0.0,0,False,TEMP-BE4-NoMod+Z96,799.99,ASUS,False
9SIA4P0KGE0672,laptop,"HP 14-dq3110nr 14"" HD Laptop, Intel Celeron N4500 1.1GHz, 4GB RAM, 64GB eMMC, Windows 11 Home S Mode, Jet Black",0.0,0,False,B89MPUA#ABA,219.99,HP,False
9SIBYRBKJH5309,laptop,Apple MacBook Pro (2019) 16-inch - Intel Core i9 2.4GHz - 512GB - Space Grey - 16GB RAM - 4 Thunderbolts - Touchbar - Acceptable (Grade C),0.0,0,False,553772FFE505E1Z,359.0,Apple,True
2WC-000C-0GXH3R,laptop,"MSI Cyborg - 15.6"" GeForce RTX 4050 Laptop GPU - Intel Core i7-13620H - 16GB Memory - 512 GB SSD - Windows 11 Home Gaming Laptops - 144 Hz IPS (A13VE-218US )",0.0,0,False,A13VE-218US,811.13,MSI,False
9SIB9ADKCU1169,laptop,"HP/ZBook 15U G3/Core i7-6600U 2.6GHz/16GB/512GB SSD/15.6""/Win10P64/CAM/A GRADE",0.0,0,False,NE5-31724,189.0,HP,True
9SIAKKBK6W5742,laptop,"HP 15.6"" Full HD (1920x1080) TouchScreen Laptop,12th Generation Intel Core i7-1255U 10-Core Processor,32GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI, Windows 11 Pro",0.0,0,False,HP11i7321TBSDN,866.85,HP,False
9SIBUHVKDY4431,laptop,"KurieTim 16"" Laptop, AMD Ryzen 3250U(2C/4T, Up to 3.5GHz) Business and Student Laptop, 32GB RAM, 512GB SSD, Windows 11 Pro Laptop Computer, Dual-Band 5G WiFi, Fingerprint Unlock, Backlit Keyboard",0.0,0,False,T160R-3250U-32-512GB,334.99,KurieTim,False
9SIA24GKH07906,laptop,"Microsoft 13"" Surface Laptop Copilot+ PC, Snapdragon X Plus 8-Core, 16GB RAM, 256GB UFS, Platinum, Latest Model",0.0,0,False,EP2-36981,749.99,Microsoft,False
9SIA77GK4P8399,laptop,"HP EliteBook 850 G6 15.6"" Laptop, Intel i7 8665U 1.9GHz, 32GB DDR4 RAM, 1TB NVMe M.2 SSD, 1080p Full HD, USB C Thunderbolt 3, Webcam, Windows 10 Pro (Grade B)",0.0,0,False,DPC-20440,664.05,HP,True
9SIA8X5K6U2396,laptop,"ASUS TUF Gaming F15 - 15.6"" GeForce RTX 3050 Laptop GPU - Intel Core i5-12500H - 16GB Memory - 512 GB PCIe SSD - Windows 11 Home 64-bit Gaming Laptop - 144 Hz IPS (FX507ZC-ES53 )",5.0,2,False,FX507ZC-ES53,890.0,ASUS,False
9SIAKKBKJ76470,laptop,"HP 15.6"" FHD Touch Laptop | Intel Core i5-1334U,32GB DDR4, 1TB SSD, Win 11 Pro | Fast, Sleek & Ready to Work",0.0,0,False,HP1513i5321TBSSDWZ11QZ,562.79,HP,False
9SIA6AB99Y8013,laptop,"Lenovo ThinkPad T540P 15.6"" LED Notebook Laptop Intel Core 4th Gen i7-4600M  16 GB DDR3 RAM 512 GB SSD DVD-RW Webcam WiFi Bluetooth Windows 10 Professional 64-bit",4.0,1,False,PRC-i7.T540p_8,217.0,Lenovo,True
9SIAKKBJV22835,laptop,"HP 15.6"" Full HD Notebook, Intel Core i5-1235U 10-Core Processor,32GB DDR4,256GB SSD,Intel Iris Xe Graphics,Wifi-6, Windows 11 Pro",0.0,0,False,HP15i532256SSD11Z,521.79,HP,False
9SIAMRPKMT8315,laptop,"Asus Vivobook S16 AI PC Laptop 16"" 2.8k OLED 120Hz (600nits, 100% DCI-P3) Intel 16-core Ultra 9 285H 32GB DDR5 1TB SSD RGB Backlit Harman/kardon Wi-Fi7 FHD IR Privacy Camera Win11 Copilot+ AI",0.0,0,False,AsusVivobookS16AI-0924-001,1562.85,ASUS,False
9SIB0GJKMK4537,laptop,"Lenovo IdeaPad Slim 3 Business Laptop, 15.3"" FHD+ 1920×1200, Intel Core i7-13620H, 24GB DDR5 RAM, 1TB SSD, Wi-Fi 6, W11P, AI & Copilot Enabled PC, Grey",0.0,0,False,IdeaPad7785-H_CTO_N2,699.0,Lenovo,False
9SIAR0TKJH7753,laptop,"HP OmniBook 5 Laptop Computer 16"" 2K Touch Screen Intel Core Ultra 7 16 GB",0.0,0,False,B7ND0UA#ABA,629.99,HP,False
34-818-117,laptop,"HP Laptop ZBook Intel Core i7-10810U 32GB Memory 1 TB SSD NVIDIA Quadro P520 15.6"" Non-Touch Screen Windows 11 Pro 64-bit ZBook Firefly 15 G7",0.0,0,False,J5-ZF15G7A14,679.99,HP,True
9SIAKKBKKF5314,laptop,"HP 17 Home & Business Laptop,17.3"" HD+ (1600 x 900) , Intel Core i3-N305 (Beat Ryzen 5 7520U) 32GB  RAM, 1TB SSD, Webcam, Bluetooth, Wi-Fi, MS Office Lifetime Windows 11 Pro/XTREDURA FLASH Drive",0.0,0,False,CP3003BROX11,599.79,HP,False
9SIBRFSJZT6322,laptop,"Auusda 15.6"" Laptop Computer w/AMD Ryzen 7 5700U up to 4.3GHz, 16GB DDR4 RAM 1TB NVMe SSD, Windows 11 Pro Gaming Laptop, Backlit Keyboard, Fingerprint Unlock",4.6,242,True,F146J4105-256,439.99,Auusda,False
1TS-000E-1DF16,laptop,"LENOVO THINKPAD L14 GEN 1 14.0"" FHD INTEL CORE I5-10310U 1.70 GHZ - 32GB RAM, 512GB SSD - Fingerprint Reader, Webcam, Bluetooth - Windows 10 Pro",0.0,0,False,14-LN-L14GEN1-08,339.99,Lenovo,True
9SIAEYJKC18778,laptop,"HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 16GB RAM, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver",0.0,0,False,HP_8R3M1UA#ABA_N1-D,587.99,HP,False
1TS-000E-1DF16,laptop,"LENOVO THINKPAD L14 GEN 1 14.0"" FHD INTEL CORE I5-10310U 1.70 GHZ - 32GB RAM, 512GB SSD - Fingerprint Reader, Webcam, Bluetooth - Windows 10 Pro",0.0,0,False,14-LN-L14GEN1-08,339.99,Lenovo,True
9SIAKKBKF35328,laptop,"Dell Inspiron 13th Gen i5-1335U laptop, 15.6 FHD (1920 x 1080) Touch,WiFi 6 and Bluetooth,32 GB RAM|1 TB SSD,Windows 11 Pro,Black",0.0,0,False,B2C_Dell-i513th_3-12-24_32_1TP,655.75,DELL,False
34-818-248,laptop,"HP Laptop Intel Pentium Silver N6000 4GB Memory 64GB eMMC SSD Intel UHD Graphics 14.0"" Windows 11 in S mode 14-dq3875nr",0.0,0,False,AJ1U8UAR#ABA,159.99,HP,True
9SIAR0TKGE6606,laptop,"HP OmniBook X Laptop Computer 14"" 2K Touch Screen Intel Core Ultra 7 16 GB",0.0,0,False,B88A6UA#ABA,1299.99,HP,False
9SIA6ABHG95458,laptop,"HP EliteBook 830 G5 13.3"" FHD 1920 x 1080 Notebook – 8th Gen Intel QUAD Core i7-8650U 512 GB SSD 16GB DDR4 RAM Webcam Windows 11 Pro",0.0,0,False,ElitebBook.830(G5)i7_8,298.0,HP,True
1TS-000A-0DD35,laptop,"Dell Latitude 7390 13.3 inch 1920x1080 Full HD Touchscreen Laptop PC, Intel Quad Core i7-8650U 1.9GHz, 16GB Ram, 512GB SSD, Win 10 Pro Grade A",4.7,3,False,782248425142,269.99,DELL,True
9SIA6ABHU11694,laptop,"Lenovo Thinkpad Series T480 T490 14"" FHD 1920 x 1080 Non-Touch Ultrabook - 8th Gen Intel QUAD Core i5 1.6GHz 16 GB RAM DDR4 512 GB SSD, Wi-Fi, Bluetooth, Webcam Windows 10 Pro",0.0,0,False,Lenovo.T480.i5_20,269.99,Lenovo,True
9SIBYRBKK74464,laptop,Apple MacBook Air (2022) 13.6-inch - Apple M2 Chip: 8-Core CPU/8-Core GPU - 256GB - Midnight - 16GB RAM - Excellent (Grade A),0.0,0,False,02462A297723A2Z,575.0,Apple,True
